2006,12,16,00,349,6,50,51.99
2006,12,16,01,349,6,50,56.49
2006,12,16,02,349,6,50,47.56
2006,12,16,03,349,6,50,50.3
2006,12,16,04,349,6,50,47.12
2006,12,16,05,349,6,50,49.01
2006,12,16,06,349,6,50,43.8
2006,12,16,07,349,6,50,44.78
2006,12,16,08,349,6,50,56.08
2006,12,16,09,349,6,50,58.88
2006,12,16,10,349,6,50,65.33
2006,12,16,11,349,6,50,58.72
2006,12,16,12,349,6,50,56.97
2006,12,16,13,349,6,50,51.76
2006,12,16,14,349,6,50,48.33
2006,12,16,15,349,6,50,48.37
2006,12,16,16,349,6,50,69.04
2006,12,16,17,349,6,50,78.26
2006,12,16,18,349,6,50,68.04
2006,12,16,19,349,6,50,65.99
2006,12,16,20,349,6,50,60.63
2006,12,16,21,349,6,50,56.23
2006,12,16,22,349,6,50,58.36
2006,12,16,23,349,6,50,40.99
2006,12,17,00,350,0,50,40.63
2006,12,17,01,350,0,50,58.42
2006,12,17,02,350,0,50,35.28
2006,12,17,03,350,0,50,24.44
2006,12,17,04,350,0,50,36.46
2006,12,17,05,350,0,50,46.88
2006,12,17,06,350,0,50,65.12
2006,12,17,07,350,0,50,49.71
2006,12,17,08,350,0,50,49.6
2006,12,17,09,350,0,50,48.99
2006,12,17,10,350,0,50,51.74
2006,12,17,11,350,0,50,53.15
2006,12,17,12,350,0,50,55.4
2006,12,17,13,350,0,50,51.14
2006,12,17,14,350,0,50,46.8
2006,12,17,15,350,0,50,44.89
2006,12,17,16,350,0,50,77.33
2006,12,17,17,350,0,50,90.21
2006,12,17,18,350,0,50,88.61
2006,12,17,19,350,0,50,81.31
2006,12,17,20,350,0,50,72.82
2006,12,17,21,350,0,50,99.15
2006,12,17,22,350,0,50,56.41
2006,12,17,23,350,0,50,42.26
2006,12,18,00,351,1,51,25.74
2006,12,18,01,351,1,51,28.35
2006,12,18,02,351,1,51,13.43
2006,12,18,03,351,1,51,6.16
2006,12,18,04,351,1,51,33.77
2006,12,18,05,351,1,51,31.29
2006,12,18,06,351,1,51,41.15
2006,12,18,07,351,1,51,49.73
2006,12,18,08,351,1,51,52.41
2006,12,18,09,351,1,51,54.45
2006,12,18,10,351,1,51,64.24
2006,12,18,11,351,1,51,57.07
2006,12,18,12,351,1,51,56.06
2006,12,18,13,351,1,51,56.21
2006,12,18,14,351,1,51,56.14
2006,12,18,15,351,1,51,55.52
2006,12,18,16,351,1,51,72.65
2006,12,18,17,351,1,51,121.48
2006,12,18,18,351,1,51,86.32
2006,12,18,19,351,1,51,77.7
2006,12,18,20,351,1,51,70.94
2006,12,18,21,351,1,51,69.22
2006,12,18,22,351,1,51,60.86
2006,12,18,23,351,1,51,44.84
2006,12,19,00,352,2,51,35.77
2006,12,19,01,352,2,51,29.72
2006,12,19,02,352,2,51,42.62
2006,12,19,03,352,2,51,46.27
2006,12,19,04,352,2,51,46.92
2006,12,19,05,352,2,51,37.55
2006,12,19,06,352,2,51,51.32
2006,12,19,07,352,2,51,75.04
2006,12,19,08,352,2,51,58.13
2006,12,19,09,352,2,51,55.53
2006,12,19,10,352,2,51,54.86
2006,12,19,11,352,2,51,54.47
2006,12,19,12,352,2,51,53.09
2006,12,19,13,352,2,51,51.84
2006,12,19,14,352,2,51,51.59
2006,12,19,15,352,2,51,48.38
2006,12,19,16,352,2,51,64.33
2006,12,19,17,352,2,51,78.48
2006,12,19,18,352,2,51,82.2
2006,12,19,19,352,2,51,82.67
2006,12,19,20,352,2,51,89.78
2006,12,19,21,352,2,51,56.77
2006,12,19,22,352,2,51,64.54
2006,12,19,23,352,2,51,59.86
2006,12,20,00,353,3,51,49.75
2006,12,20,01,353,3,51,47.57
2006,12,20,02,353,3,51,45.96
2006,12,20,03,353,3,51,46.41
2006,12,20,04,353,3,51,46.12
2006,12,20,05,353,3,51,54.94
2006,12,20,06,353,3,51,80.47
2006,12,20,07,353,3,51,68.23
2006,12,20,08,353,3,51,62.77
2006,12,20,09,353,3,51,59.98
2006,12,20,10,353,3,51,55.88
2006,12,20,11,353,3,51,53.65
2006,12,20,12,353,3,51,50.99
2006,12,20,13,353,3,51,49.87
2006,12,20,14,353,3,51,47.92
2006,12,20,15,353,3,51,47.09
2006,12,20,16,353,3,51,59.78
2006,12,20,17,353,3,51,72.18
2006,12,20,18,353,3,51,69.93
2006,12,20,19,353,3,51,62.27
2006,12,20,20,353,3,51,64.44
2006,12,20,21,353,3,51,63.27
2006,12,20,22,353,3,51,58.84
2006,12,20,23,353,3,51,53.35
2006,12,21,00,354,4,51,49.09
2006,12,21,01,354,4,51,44.35
